item_code,item,unit,item_group,item_category,2023-05-02,2023-05-03,2023-05-05,2023-05-06,2023-05-07,2023-05-08,2023-05-09,2023-05-15,2023-05-16,2023-05-17,2023-05-18,2023-05-19,2023-05-20,2023-05-21,2023-05-22,2023-05-23,2023-05-24,2023-05-25,2023-05-26,2023-05-27,2023-05-28,2023-05-29,2023-05-30,2023-05-31
124,TELUR PUYUH,15 Biji,BARANGAN SEGAR,TELUR,4.4,4.4,4.4,4.4,4.4,4.091666666666667,4.4,4.092307692307693,,,,,,,4.1,,,4.4,4.4,4.4,4.4,4.146153846153846,4.4,
125,TELUR ITIK,10 biji,BARANGAN SEGAR,TELUR,,,,,,14.0,,14.0,,,,,,,12.666666666666666,,,,,,,12.666666666666666,,
129,BAWANG BESAR KUNING/HOLLAND,1kg,BARANGAN KERING,BAWANG,4.89,4.89,4.89,4.89,4.89,5.210114285714286,4.89,5.3276111111111115,5.195,4.89,5.296666666666667,4.89,4.89,4.89,5.393928571428571,5.695,4.89,4.89,4.89,4.89,4.89,5.44953216374269,5.895,6.171428571428571
131,BAWANG KECIL MERAH ROSE IMPORT (INDIA),1kg,BARANGAN KERING,BAWANG,,,,,,7.729687500000001,,8.049253731343283,,,5.9,,,,8.018695652173912,,,,,,,7.829857142857142,8.0,8.858636363636363
132,BAWANG KECIL MERAH IMPORT (THAILAND),1kg,BARANGAN KERING,BAWANG,,,,,,12.355555555555556,,12.645,,,,,,,12.768181818181818,18.0,,,,,,12.982608695652175,,
148,IKAN BILIS GRED B (KOPEK),1kg,BARANGAN KERING,HASIL LAUT KERING,31.75,31.75,31.75,31.75,31.75,25.824074074074073,31.75,26.3125,31.75,31.75,31.75,31.75,31.75,31.75,25.99137931034483,31.75,31.75,31.75,31.75,31.75,31.75,25.91346153846154,31.75,39.5
152,KACANG HIJAU (IMPORT),1kg,BARANGAN KERING,KACANG,7.99,7.99,7.99,7.99,7.99,7.968992805755396,7.99,7.98375,7.495,7.99,7.7780000000000005,7.99,7.99,7.99,7.992348484848485,10.0,,,,,,8.00944055944056,8.0,8.366666666666667
154,SERBUK KUNYIT (TIDAK BERBUNGKUS),100 g,BARANGAN BERBUNGKUS,REMPAH RATUS (TIDAK BERBUNGKUS),,,,,,1.2,,1.2,,,,,,,1.2,,,,,,,1.2,,
171,KORDIAL SUNQUICK (OREN),840 ml,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,,,,,,,13.344999999999999,,,,13.91457142857143,,,,,,,,,
180,TEH BOH (UNCANG),100 beg,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,,,,,,,12.5,,,,13.955178571428572,,,,,,,,,
190,SARDIN CAP AYAM (SOS TOMATO),155 g,BARANGAN BERBUNGKUS,IKAN DALAM TIN,,,,,,4.81875,,4.823121387283237,,4.6,4.875,,,,4.81860465116279,,,,,,,4.817816091954024,4.6,4.706896551724138
191,SARDIN CAP AYAM (SOS TOMATO),425 g,BARANGAN BERBUNGKUS,IKAN DALAM TIN,,,,,,9.85315789473684,,9.845176470588235,,,9.6,,,,9.850459770114943,,,,,,,9.858742857142857,9.6,9.866666666666667
192,SARDIN CAP KING CUP (SOS TOMATO),155 g,BARANGAN BERBUNGKUS,IKAN DALAM TIN,,,,,,4.332456140350877,,4.332758620689655,,4.2,,,,,4.335,,,,,,,4.334545454545455,4.7,4.445454545454545
193,SARDIN CAP KING CUP (SOS TOMATO),425 g,BARANGAN BERBUNGKUS,IKAN DALAM TIN,,,,,,8.947014925373136,,8.986029411764704,,8.8,9.2,,,,8.967910447761195,,,,,,,8.97109375,9.4,9.32
195,MACKAREL CAP AYAM (SOS TOMATO),425 g,BARANGAN BERBUNGKUS,IKAN DALAM TIN,,,,,,9.853865030674847,,9.861840490797546,,9.7,9.8,,,,9.863850931677018,,,,,,,9.868742514970059,,10.0
197,MACKAREL CAP KING CUP (SOS TOMATO),425 g,BARANGAN BERBUNGKUS,IKAN DALAM TIN,,,,,,8.6625,,8.65,,,9.2,,,,8.65,,,,,,,8.72857142857143,,
199,TUNA CAP TC BOY (SANDWICH DELITE),150 g,BARANGAN BERBUNGKUS,IKAN DALAM TIN,,,,,,6.0,,6.0,,,,,,,6.0,,,,,,,6.0,,
201,JEM STRAWBERI LADY'S CHOICE,400 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),,,,,,8.85,,8.833333333333334,,,8.4,,,,8.84375,,,,,,,8.87586206896552,,
202,SERI KAYA YEO'S,480 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),,,,,,7.135937500000001,,7.128494623655914,,7.0,6.9,,,,7.128021978021978,,,,,,,7.136111111111111,,7.068181818181818
203,MAINLAND CHESDALE CHEDDAR CHEESE SPREAD 12 CHEDDAR,250 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),,,,,,12.522307692307692,,12.5752,,13.2,11.99,,,,12.562173913043479,,,,,,,12.558461538461538,13.2,13.4
205,MARJERIN DAISY,480 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),,,,,,8.610645161290321,,8.582872340425531,,7.7,8.366666666666667,,,,8.561428571428571,,,,,,,8.592526315789474,8.2,8.285
206,MARJERIN PLANTA,480 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),,,,,,12.206304347826087,,12.237171717171718,,12.5,12.0,,,,12.222142857142856,,,,,,,12.21950495049505,12.0,12.478571428571428
214,KICAP LEMAK MANIS CAP KIPAS UDANG,345ml,BARANGAN BERBUNGKUS,KICAP DAN SOS,,,,,,5.7601744186046515,,5.7701149425287355,,,5.62,,,,5.779411764705882,,,,,,,5.77296511627907,,6.31875
215,KICAP LEMAK MANIS CAP JALEN,650 ml,BARANGAN BERBUNGKUS,KICAP DAN SOS,,,,,,7.033863636363637,,7.0404395604395615,,,6.95,,,,7.0394565217391305,,,,,,,7.044526315789474,,
217,SOS TOMATO MAGGI,325 g,BARANGAN BERBUNGKUS,KICAP DAN SOS,,,,,,3.576040268456376,,3.57523178807947,,3.2,3.5999999999999996,,,,3.5858783783783785,,,,,,,3.6086754966887415,3.3,3.5761764705882353
218,SOS CILI LIFE,340 g,BARANGAN BERBUNGKUS,KICAP DAN SOS,,,,,,3.99859649122807,,4.014774774774775,,4.1,3.6999999999999997,,,,3.996896551724138,,,,,,,3.977264957264957,,4.42
221,DRINHO SOYA (KOTAK),250 ml,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,1.0,,,,1.1,,,,,,,,,
224,SUSU SEGAR DUTCH LADY,1 liter,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,,,,,8.727777777777778,,,,,,,,,
225,SUSU MARIGOLD HL,1 liter,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,8.0,,,,8.093636363636364,,,,,,,,,
226,YEO'S LAICI (KOTAK),250 ml,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,1.2,,,,1.184313725490196,,,,,,,,,
228,COCA COLA (BOTOL),1.5 liter,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,,,,,3.934444444444445,,,,,,,,,
229,F&N OREN (TIN),325 ml,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,,,,,1.7550000000000001,,,,,,,,,
230,F&N OREN (BOTOL),1.5 liter,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,,,,,3.772083333333333,,,,,,,,,
232,MIRINDA OREN (BOTOL),1.5 liter,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,,,,,3.910377358490566,,,,,,,,,
235,JUS OREN PEEL FRESH (MARIGOLD),1 liter,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,6.395,,,,6.544444444444445,,,,,,,,,
236,JUS OREN SUNKIST,1 liter,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,,,,,5.6,,,,,,,,,
239,RED BULL (BOTOL),150 ml,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,,,,,2.301111111111111,,,,,,,,,
240,LIVITA WITH HONEY (BOTOL),150 ml,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,,,,,2.424137931034483,,,,,,,,,
246,MINYAK JAGUNG CAP MAZOLA,1kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,,,,,,18.684583333333332,,18.641199999999998,,,17.99,,,,18.67076923076923,,,,,,,18.61653846153846,,17.65
254,MINYAK MASAK SEBATIAN CAP HELANG,5 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,,,,,,39.49395348837209,,38.97177777777778,,39.5,35.5,,,,39.01285714285714,,,,,,,38.575,37.4,39.05333333333333
257,MINYAK MASAK SEBATIAN CAP NEPTUNE,5 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,,,,,,38.17142857142857,,37.746153846153845,,,35.5,,,,38.55,,,,,,,38.13076923076923,,34.86666666666667
260,MINYAK MASAK SEBATIAN CAP PISAU,5 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,36.9,36.9,36.9,36.9,,37.76804347826087,36.9,37.605,36.9,36.7,36.13,36.9,36.9,36.9,37.79644444444444,36.9,36.9,36.9,,,,37.68224489795919,,37.65555555555555
263,MINYAK MASAK TULEN CAP BURUH,5 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,30.9,30.9,30.9,30.9,30.9,30.797027027027028,30.9,30.788051948051947,30.9,30.9,30.445,,,30.9,30.79853333333333,30.9,30.9,30.9,,,,30.784864864864865,,30.828571428571426
266,MINYAK MASAK TULEN CAP SERI MURNI,5 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,30.9,30.9,30.9,30.9,30.9,30.85505617977528,30.9,30.836451612903225,30.9,30.9,30.596666666666664,30.9,30.9,30.9,30.846808510638297,30.9,30.9,30.9,30.9,30.9,30.9,30.833578947368423,30.9,30.875999999999998
267,MINYAK MASAK TULEN CAP VESAWIT,1kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,,,,,,6.9,,6.9,,6.9,,,,,6.9,,,,,,,6.9,,6.9
271,MINYAK SAPI CAP QBB,400 g,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,,,,,,34.89032258064516,,34.97666666666667,,,,,,,35.059999999999995,,,,,,,34.91785714285714,,
272,ROTI SANDWICH GARDENIA ORIGINAL CLASSIC,400 g,BARANGAN BERBUNGKUS,ROTI,,,,,,3.0,,3.0,,,3.0,,,,3.0,,,,,,,3.0,,
292,UBAT GIGI COLGATE (PUDINA SEGAR),250 g,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,,,,,,,12.9,,,,13.639907407407408,,,,,,,,,
293,UBAT GIGI DARLIE DOUBLE ACTION (PUDINA ASLI),250 g,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,,,,,,,11.9,,,,13.332602739726028,,,,,,,,,
295,UBAT GIGI FRESH & WHITE (PUDINA SEGAR),160 g,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,,,,,,,5.5,,,,6.0633333333333335,,,,,,,,,
299,LACTOGEN 1 RUMUSAN BAYI (KOTAK),650g,SUSU DAN BARANGAN BAYI,SUSU BAYI,,,,,,27.83120879120879,,27.878924731182792,,,27.83,,,,28.03858695652174,,,,,,,28.127111111111113,,28.225
300,LACTOGEN 2 RUMUSAN SUSULAN (KOTAK),650g,SUSU DAN BARANGAN BAYI,SUSU BAYI,,,,,,27.953736263736264,,28.118709677419353,,,27.945,,,,28.170833333333334,,,,,,,28.219574468085106,26.5,27.770833333333332
320,SUSU SEJAT PENUH KRIM CAP IDEAL,390g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,,,,,,5.258275862068966,,5.284137931034483,,,,,,,5.299677419354839,,,,,,,5.297857142857143,,5.3
327,SUSU TEPUNG ISIAN KURANG LEMAK 'OMEGA PLUS',1kg,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,,,,,,49.671521739130434,,49.54354166666667,,46.9,47.99,,,,49.5433962264151,,,,,,,49.45875,50.2,50.16428571428571
332,SUSU TEPUNG SEGERA FERNLEAF (INSTANT),550 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,,,,,,17.63076923076923,,17.6,,,17.4,,,,17.6375,,,,,,,17.63888888888889,,18.3
334,SUSU ANLENE ACTIFIT 3X PERISA ASLI,600 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,,,,,,21.104095238095237,,21.086728971962614,,,20.933333333333334,,,,21.0827027027027,,,,,,,21.065412844036697,21.0,21.197058823529414
335,SUSU ANLENE GOLD 5X,600 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,,,,,,26.001190476190477,,25.998828125000003,,,25.766666666666666,,,,26.02674418604651,,,,,,,25.976717557251906,26.0,26.156
336,ANMUM MATERNA (BIASA/COKLAT),650g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,,,,,,38.161764705882355,,38.08787878787879,,36.6,36.5,,,,38.210625,,,,,,,38.167878787878784,38.2,38.51357142857143
343,KULIT KAYU MANIS,100 g,BARANGAN BERBUNGKUS,REMPAH RATUS (TIDAK BERBUNGKUS),,,,,,4.512692307692308,,4.556206896551724,,,3.6,,,,4.587307692307692,,,,,,,4.541153846153846,5.6,5.6
344,SUSU TEPUNG SEGERA EVERYDAY,550 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,,,,,,20.390350877192983,,20.35565217391304,,,19.7,,,,20.356896551724134,,,,,,,20.339130434782607,20.3,20.275
345,SUSU TEPUNG ISIAN KURANG LEMAK 'OMEGA PLUS',600 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,,,,,,33.70891472868217,,33.71423076923077,,31.2,31.9,,,,33.752822580645166,,,,,,,33.71730769230769,33.0,34.004838709677415
346,REMPAH KURMA (TIDAK BERBUNGKUS),100 g,BARANGAN BERBUNGKUS,REMPAH RATUS (TIDAK BERBUNGKUS),,,,,,3.5,,3.5,,,,,,,3.5,,,,,,,3.5,,
350,SERBUK KARI IKAN BABAS,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,,,,,5.512648648648649,,5.514639175257732,,,5.66,,,,5.523125,,,,,,,5.524307692307692,5.5,5.673333333333333
360,SUP BUNJUT ADABI,8 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,,,,,1.4737113402061854,,1.4712121212121212,,1.5,1.4,,,,1.4752577319587628,,,,,,,1.471938775510204,1.5,1.5846153846153848
