item_code,item,unit,item_group,item_category,2023-04-01,2023-04-02,2023-04-03,2023-04-04,2023-04-05,2023-04-06,2023-04-07,2023-04-10,2023-04-11,2023-04-12,2023-04-13,2023-04-14,2023-04-15,2023-04-16,2023-04-17,2023-04-18,2023-04-19,2023-04-20,2023-04-25,2023-04-27,2023-04-28,2023-04-29,2023-04-30
1493,BIHUN KERING TEMPATAN (CAP JASMINE),400 g,BARANGAN BERBUNGKUS,BIHUN,,,3.2429729729729733,,,,,3.223333333333333,,,,,,,3.2302564102564104,,,3.2158333333333338,,3.216111111111111,,,
1494,ROTI GARDENIA BREAKTHRU - ROTI GANDUM PENUH,400 g,BARANGAN BERBUNGKUS,ROTI,,,4.0,,,,,4.0,,,,,,,4.0,,,4.0,,4.0,,,
1498,TEPUNG JAGUNG (PELBAGAI JENAMA),400 g,BARANGAN BERBUNGKUS,TEPUNG,,,2.2085365853658536,,,,,2.2096951219512193,,,,,,,2.2050602409638556,,,2.208727272727273,,2.2119018404907975,,,
1505,DUTCH LADY UHT COKLAT (KOTAK),200 ml,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,,,,,,,,1.9321100917431193,,,,,
1506,DUTCH LADY UHT FULL CREAM (KOTAK),200 ml,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,,,,,,,,1.9245098039215685,,,,,
1507,COCA COLA (TIN),320 ml,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,,,,,,,,1.8991228070175439,,,,,
1512,MAMEX LANGKAH 1 - RUMUSAN BAYI (KOTAK),600 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,,,59.69,,,,,59.69,,,,,,,59.69,,,59.58888888888888,,59.58888888888888,,,
1513,SUSTAGEN KID 3+ (VANILLA) - KOTAK,600 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,,,36.637499999999996,,,,,36.64666666666666,,,,,,,36.76875,,,36.78823529411765,,36.794444444444444,,,
1514,SUSTAGEN JUNIOR 1+ (VANILLA ) - KOTAK,600 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,,,38.7,,,,,38.8625,,,,,,,38.675,,,38.74444444444445,,38.93529411764706,,,
1515,HEINZ FARLEY RUSKS (ORIGINAL),120 g,SUSU DAN BARANGAN BAYI,MAKANAN BAYI,,,7.875,,,,,7.833333333333333,,,,,,,7.75,,,7.833333333333333,,7.833333333333333,,,
1517,HEINZ APPLE PUREE,110 g,SUSU DAN BARANGAN BAYI,MAKANAN BAYI,,,7.3,,,,,7.3,,,,,,,7.3,,,7.3,,7.3,,,
1524,BERUS GIGI COLGATE (ZIG ZAG - SOFT),1 batang,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,,,,,,,,,,,3.5,,,4.093604651162791,,,,,
1525,BERUS GIGI ORAL B (COMPLETE EASY CLEAN - SOFT),1 batang,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,,,,,,,,,,,,,,4.25,,,,,
1538,SABUN PENCUCI AXION PASTE (LEMON),350 g,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,,,,,,,,,,,,,,,,,,4.168507462686567,,,,,
1539,SABUN PENCUCI KUAT HARIMAU (LEMON),400 g,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,,,,,,,,,,,,,,,,,,2.9766666666666666,,,,,
1540,SABUN PENCUCI GLO (LEMON),900ml,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,,,,,,,,,,,,,,,,,,6.318041237113403,,,,,
1544,SERBUK NASI GORENG CINA ADABI,17 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,,1.3015573770491802,,,,,1.3032231404958678,,,,,,,1.30392,,,1.30872,,1.3048360655737705,,,
1545,PERENCAH NASI GORENG IKAN BILIS SERI AJI,26G,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,,1.4009259259259257,,,,,1.4064814814814814,,,,,,,1.4086538461538463,,,1.4088235294117646,,1.4141509433962265,,,
1547,PEPSI COLA (TIN),320 ml,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,,,,,,,,1.8802439024390245,,,,,
1550,PAHA AYAM (CHICKEN DRUMSTICK),1kg,BARANGAN SEGAR,AYAM,,,15.66,,,,,15.6,,,,,,,15.7125,,,15.7125,,15.728571428571428,,,
1551,DADA AYAM (CHICKEN KEEL) (1KG),1kg,BARANGAN SEGAR,AYAM,,,15.238999999999999,,,,,15.126363636363635,,,,,,,15.126363636363635,,,15.1325,,15.235454545454546,,,
1552,THIGH AYAM,1kg,BARANGAN SEGAR,AYAM,,,14.5,,,,,,,,,,,,,,,,,,,,
1553,WHOLE LEG AYAM,1kg,BARANGAN SEGAR,AYAM,,,14.842380952380953,,,,,14.872272727272728,,,,,,,14.9595,,,15.085238095238097,,15.004500000000002,,,
1554,IKAN MERAH (KEPINGAN),1kg,BARANGAN SEGAR,BAHAN LAUT,,,49.333333333333336,,,,,49.333333333333336,,,,,,,48.4975,,,49.333333333333336,,49.333333333333336,,,
1555,UDANG PUTIH/VANNAMEI (TERNAK) (ANTARA 41 HINGGA 60 EKOR SEKILOGRAM),1kg,BARANGAN SEGAR,BAHAN LAUT,,,34.928709677419356,,,,,34.87653846153846,,,,33.99,33.99,33.99,35.0903125,37.495000000000005,33.99,34.9746875,,34.48518518518519,,,
1556,BAYAM HIJAU,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,6.345714285714285,,,,,6.32258064516129,,,,,,,6.225,,,6.054838709677419,,6.185714285714285,,,
1557,BAYAM MERAH,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,8.166666666666666,,,,,7.75,,,,,,,6.785714285714286,,,7.166666666666667,,7.6,,,
1558,SAWI HIJAU,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,6.348214285714286,,,,,6.3226415094339625,,,,,,,5.039107142857143,5.0,,4.994363636363636,,4.925000000000001,,,
1559,KANGKUNG,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,6.007142857142857,,,,,5.95,,,,,,,5.9609756097560975,,,5.7615384615384615,,5.847222222222222,,,
1560,KAILAN,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,9.15,,,,,8.37037037037037,,,,,,,8.5,10.0,,8.538461538461538,,8.395833333333334,,,
1561,TAUGE KACANG HIJAU,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,4.69,4.69,4.356470588235294,4.69,4.69,3.39,3.39,4.331346153846154,,4.69,4.69,4.69,4.69,4.69,4.3746,5.345000000000001,4.69,4.395686274509804,,4.4799999999999995,,,4.69
1562,UDANG KERING,100 g,BARANGAN KERING,HASIL LAUT KERING,,,7.0,,,,,7.0,,,,,,,7.0,,,7.125,,7.21875,,,
1563,SOTONG KERING (SAIZ SERDAHANA),1kg,BARANGAN KERING,HASIL LAUT KERING,,,50.0,,,,,45.96666666666667,,,,,,,45.96666666666667,,,45.96666666666667,,45.96666666666667,,,
1564,BAWANG PUTIH IMPORT (CHINA),1kg,BARANGAN KERING,BAWANG,6.89,6.89,8.368040540540541,6.89,6.89,6.89,6.89,8.329652777777778,6.89,6.89,6.89,6.89,6.89,6.89,7.897922077922078,7.445,6.89,7.916315789473684,6.89,7.933846153846154,6.89,6.89,6.89
1567,SERBUK KARI DAGING (TIDAK BERBUNGKUS),100 g,BARANGAN BERBUNGKUS,REMPAH RATUS (TIDAK BERBUNGKUS),,,2.0,,,,,2.0,,,,,,,2.0,,,2.0,,2.0,,,
1568,SERBUK KARI IKAN ADABI,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,,5.67879746835443,,,,,5.700308641975308,,,,,,,5.710246913580248,,,5.720487804878049,,5.729937106918238,,,
1569,SERBUK KARI IKAN ALAGAPPAS,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,,4.9803225806451605,,,,,4.9830000000000005,,,,,,,4.9803225806451605,,,4.982758620689655,,4.974193548387096,,,
1570,SERBUK KARI AYAM DAN DAGING ADABI,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,,5.805705521472393,,,,,5.813353293413174,,,,,,,5.824478527607362,,,5.838518518518518,,5.8455625,,,
1571,SERBUK KARI DAGING ALAGAPPAS,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,,5.0184375,,,,,5.0184375,,,,,,,5.0184375,,,5.0233333333333325,,5.022580645161291,,,
1572,SERBUK KARI DAGING BABAS,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,,5.532258064516129,,,,,5.537336448598131,,,,,,,5.542083333333333,,,5.544813084112151,,5.545450236966825,,,
1573,SERBUK KURMA AYAM & DAGING ADABI,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,,7.76673202614379,,,,,7.774078947368421,,,,,,,7.799797297297298,,,7.80917808219178,,7.808601398601399,,,
1575,SERBUK KURMA BABAS,125 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,,3.5693693693693693,,,,,3.5566371681415934,,,,,,,3.5586206896551724,,,3.560526315789474,,3.5678899082568805,,,
1576,SERBUK KARI KURMA ALAGAPPAS,200 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,,5.216666666666667,,,,,5.216666666666667,,,,,,,5.216666666666667,,,5.2,,5.209090909090909,,,
1577,SERBUK PERENCAH SUP ADABI,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,,7.713133333333333,,,,,7.727727272727273,,,,,,,7.7305882352941175,,,7.744671052631579,,7.722533333333334,,,
1578,SERBUK REMPAH SUP MAK SITI,250 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,,8.507142857142856,,,,,8.7,,,,,,,8.7,,,8.64375,,8.653333333333334,,,
1579,SERBUK SUP FAIZA,220 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,,5.617142857142857,,,,,5.5528571428571425,,,,,,,5.54,,,5.549333333333333,,5.562666666666667,,,
1581,BERAS CAP RAMBUTAN (SST5%),10 kg,BARANGAN BERBUNGKUS,BERAS,,,26.0,,,,,26.0,,,,,,,26.0,,,26.0,,26.0,,,
1582,BERAS CAP JASMINE (SST5%),10 kg,BARANGAN BERBUNGKUS,BERAS,,,25.960555555555555,,,,,25.960555555555555,,,,,,,25.958333333333332,,,25.976923076923075,,25.981818181818184,,,
1585,BIHUN KERING IMPORT (CAP BINTANG),400 g,BARANGAN BERBUNGKUS,BIHUN,,,3.7516666666666665,,,,,3.7603448275862066,,,,,,,3.7516666666666665,,,3.7516666666666665,,3.7603448275862066,,,
1586,ROTI SANDWICH MASSIMO DENGAN GERMA GANDUM,400 g,BARANGAN BERBUNGKUS,ROTI,,,3.4,,,,,3.4,,,,,,,3.4,,,3.4,,3.4,,,
1587,GULA HALUS CASTOR (PELBAGAI JENAMA),+- 500g,BARANGAN BERBUNGKUS,GULA,,,3.0210526315789474,,,,,3.0138157894736843,,,,,,,3.028082191780822,,,3.05958904109589,,3.081081081081081,,,
1588,GULA MERAH LEMBUT (PELBAGAI JENAMA),+- 500g,BARANGAN BERBUNGKUS,GULA,,,3.402238805970149,,,,,3.410869565217391,,,,,,,3.436029411764706,,,3.4146153846153844,,3.39765625,,,
1589,GULA PUTIH BERTAPIS KASAR (PELBAGAI JENAMA),1kg,BARANGAN BERBUNGKUS,GULA,,,2.85,,,,,2.85,,,,,,,2.85,,,2.85,,2.85,,,
1590,GULA PUTIH BERTAPIS HALUS (PELBAGAI JENAMA),1kg,BARANGAN BERBUNGKUS,GULA,,,2.9461538461538463,,,,,2.9461538461538463,,,,,,,2.9458333333333333,,,2.9461538461538463,,2.9461538461538463,,,
1591,TEPUNG BERAS (PELBAGAI JENAMA),500 g,BARANGAN BERBUNGKUS,TEPUNG,,,2.506102564102564,,,,,2.516030150753769,,,,,,,2.511089108910891,,,2.511089108910891,,2.5199014778325126,,,
1594,TEPUNG PULUT (PELBAGAI JENAMA),500 g,BARANGAN BERBUNGKUS,TEPUNG,,,3.708970588235294,,,,,3.705913461538462,,,,,,,3.6984615384615385,,,3.695980392156863,,3.697941176470588,,,
1595,MINYAK JAGUNG CAP DAISY,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,,,31.066666666666666,,,,,31.04186046511628,,,,,,,31.08888888888889,,,31.12093023255814,,31.093181818181815,,,
1596,MINYAK JAGUNG CAP MAZOLA,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,,,28.6,,,,,28.6,,,,,,,28.6,,,28.6,,28.6,,,
1597,MINYAK JAGUNG CAP VECORN,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,,,32.751379310344824,,,,,32.358275862068965,,,,,,,31.889666666666663,,,32.199642857142855,,31.72875,,,
1598,MINYAK MASAK SEBATIAN CAP HELANG,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,,,16.07472222222222,,,,,16.21054054054054,,,,,,,16.104615384615382,,,16.119999999999997,,16.202051282051283,,,
1599,MINYAK MASAK SEBATIAN CAP NEPTUNE,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,,,15.51,,,,,15.5,,,,,,,15.5,,,15.188888888888888,,15.14,,,
1600,MINYAK MASAK SEBATIAN CAP PISAU,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,,,16.444565217391304,,,,,16.30111111111111,,,,,,,16.291249999999998,,,16.322619047619046,,16.335365853658537,,,
1601,MINYAK MASAK TULEN CAP BURUH,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,,,13.3,,,,,13.3,,,,,,,13.3,,,13.3,13.3,13.3,13.3,13.3,13.3
1602,MINYAK MASAK TULEN CAP VESAWIT,2 kg,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,,,13.3,,,,,13.3,,,,,,,13.300000000000002,,,13.300000000000002,,13.3,,,
1603,MINYAK SAPI CAP WINDMILL GHEEBLEND,400 g,BARANGAN BERBUNGKUS,MINYAK DAN LEMAK,,,18.216081081081082,,,,,18.292179487179485,,,,,,,18.335394736842105,,,18.32974025974026,,18.358194444444443,,,
1604,ASAM JAWA (TIDAK BERBIJI) ADABI,200 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,,4.924925373134329,,,,,4.916969696969697,,,,,,,4.9232061068702295,,,4.923053435114504,,4.918559999999999,,,
1605,GARAM HALUS BIASA (PELBAGAI JENAMA),+-350g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,,1.2144444444444444,,,,,1.2230985915492958,,,,,,,1.2228947368421053,,,1.233421052631579,,1.233421052631579,,,
1606,MENTEGA KACANG HALUS LADY'S CHOICE,500 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),,,17.20344827586207,,,,,17.093548387096774,,,,,,,17.161290322580644,,,17.096875,,17.096875,,,
1607,LEPAAN FARMCOWS,250 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),,,6.041578947368421,,,,,6.031363636363636,,,,,,,6.0691304347826085,,,6.123333333333333,,6.130000000000001,,,
1608,LEPAAN BUTTERCUP,250 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),,,7.160816326530612,,,,,7.228297872340426,,,,,,,7.219090909090909,,,7.24088888888889,,7.365945945945946,,,
1609,MENTEGA SCS (SALTED),250 g,BARANGAN BERBUNGKUS,MENTEGA,,,16.0,,,,,16.0,,,,,,,16.0,,,16.0,,16.0,,,
1610,SANTAN KELAPA JENAMA M&S,500 ml,BARANGAN BERBUNGKUS,SANTAN (KOTAK),,,6.478666666666667,,,,,6.4725,,,,,,,6.453414634146341,,,6.452142857142857,,6.4607317073170725,,,
1611,SANTAN KELAPA JENAMA KARA,200 ml,BARANGAN BERBUNGKUS,SANTAN (KOTAK),,,3.1939195979899497,,,,,3.1969499999999997,,,,,,,3.195929648241206,,,3.199948453608248,,3.2052941176470586,,,
1612,SANTAN KELAPA JENAMA HARMUNI,200 ml,BARANGAN BERBUNGKUS,SANTAN (KOTAK),,,3.26875,,,,,3.26875,,,,,,,3.2800000000000002,,,3.2642857142857147,,3.2285714285714286,,,
1613,ESEN STAR BRAND 'PELBAGAI PERISA',25 ml,BARANGAN BERBUNGKUS,ESEN DAN RAGI,,,2.792688172043011,,,,,2.7955978260869565,,,,,,,2.8035164835164834,,,2.8010989010989014,,2.801142857142857,,,
1615,MENTEGA ANCHOR (SALTED),227g,BARANGAN BERBUNGKUS,MENTEGA,,,12.920000000000002,,,,,12.920000000000002,,,,,,,12.946250000000001,,,13.031428571428572,,13.049230769230771,,,
1616,MAURIPAN YIS SEGERA,11g,BARANGAN BERBUNGKUS,ESEN DAN RAGI,,,1.2202586206896553,,,,,1.2166666666666666,,,,,,,1.2200854700854702,,,1.2207627118644069,,1.2205882352941178,,,
1618,SUSU ISIAN PEKAT MANIS CAP F & N,500 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,,,4.5625,,,,,4.5625,,,,,,,4.6499999999999995,,,4.6499999999999995,,4.6499999999999995,,,
1619,SUSU TEPUNG SEGERA DUTCHLADY (BIASA ),600 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,,,18.823529411764707,,,,,18.794594594594592,,,,,,,18.78472222222222,,,18.79054054054054,,18.79605263157895,,,
1623,S-26 SMA RUMUSAN BAYI LANGKAH 1 - (KOTAK),600 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,,,56.3258064516129,,,,,56.34848484848485,,,,,,,56.512121212121215,,,56.5,,56.75625,,,
1624,S-26 GOLD SMA RUMUSAN BAYI LANGKAH 1 - (KOTAK),600 g,SUSU DAN BARANGAN BAYI,SUSU BAYI,,,77.8390625,,,,,77.7890625,,,,,,,77.88548387096773,,,77.83064516129032,,77.86290322580645,,,
1628,NESTLE CERELAC GANDUM DAN MADU - KOTAK,225g,SUSU DAN BARANGAN BAYI,MAKANAN BAYI,,,8.673809523809524,,,,,8.657142857142858,,,,,,,8.6125,,,8.58974358974359,,8.5825,,,
1629,NESTLE CERELAC BERAS MERAH & SUSU - TIN,350 g,SUSU DAN BARANGAN BAYI,MAKANAN BAYI,,,12.693103448275862,,,,,12.701162790697675,,,,,,,12.69047619047619,,,12.702439024390243,,12.702380952380953,,,
1630,BERUS GIGI COLGATE (TWISTER - SOFT),1 batang,PRODUK KEBERSIHAN,PENJAGAAN DIRI,,,,,,,,,,,,,,,,,,4.579545454545454,,,,,
1635,NESTLE COFFEE-MATE,450 g,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,,,,,,,,,,,,,,8.927704918032788,,,,,
1636,MILO (PAKET),400 g,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,,,,,,,,,,,9.5,,,9.842375690607735,,,,,
1637,MILO (PAKET),1kg,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,,,,,,,,,,,21.5,,,21.494705882352942,,,,,
1638,MILO 3 IN 1 (PAKET) - ORIGINAL,30x33g,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,,,,,,,,,,,,,,26.49,,,,,
1645,SERBUK KOPI CAP KAPAL API (KASAR) (BERBUNGKUS),180 g,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,,,,,,,,,,,,,,4.663333333333333,,,,,
1646,SERBUK KOPI HANG TUAH ROBUSTA,200 g,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,,,,,,,,,,,,,,5.11,,,,,
1647,TEH LIPTON (SERBUK),400 g,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,,,,,,,,,,,,,,12.14655172413793,,,,,
1650,TEH LIPTON (UNCANG),100 beg,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,,,,,,,,,,,,,,15.84336956521739,,,,,
1651,YEO'S SOYA (KOTAK),250 ml,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,,,,,,,,1.1824175824175824,,,,,
1804,KEPAK AYAM (CHICKEN WING) (1KG),1kg,BARANGAN SEGAR,AYAM,,,16.104375,,,,,16.098235294117647,,,,,,,15.994666666666665,,,16.135862068965515,,16.078709677419354,,,
1818,KACANG BOTOL,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,,,16.168,,,,,16.47142857142857,,,,,,,17.195652173913043,,,16.17681818181818,,15.836842105263157,,,
1819,LENGKUAS,1kg,BARANGAN SEGAR,SAYUR-SAYURAN,5.69,5.69,8.754647887323944,5.69,5.69,5.69,5.69,8.689710144927536,5.69,5.69,5.69,5.69,5.69,5.69,8.715428571428571,6.845000000000001,5.69,8.766857142857143,5.69,8.866376811594202,5.69,5.69,
1820,TELUR MASIN,1 biji,BARANGAN SEGAR,TELUR,,,1.4103092783505156,,,,,1.4147368421052633,,,,,,,1.4232323232323232,,,1.423762376237624,,1.4232323232323232,,,
1821,TELUR MASIN,4 Biji,BARANGAN SEGAR,TELUR,,,5.836170212765958,6.4,6.4,6.4,6.4,5.906666666666667,6.4,6.4,6.4,,,,5.8839999999999995,,,5.906000000000001,,5.912765957446809,,,
1822,BERAS SUPER SPECIAL TEMPATAN SABAH RICE VAGAS TOKOU,10 kg,BARANGAN BERBUNGKUS,BERAS,,,27.625,,,,,27.625,,,,,,,27.625,,,27.625,,27.625,,,
1823,BERAS TQR SABAH CAP TKC 5%,10 kg,BARANGAN BERBUNGKUS,BERAS,,,31.6,,,,,31.6,,,,,,,31.48,,,31.485714285714288,,31.485714285714288,,,
1824,BERAS SUPER HUMA CAP KELISA EMAS (SABAH),10 kg,BARANGAN BERBUNGKUS,BERAS,,,28.825,,,,,29.266666666666666,,,,,,,29.2,,,28.76,,28.76,,,
1825,BERAS SUPER CAP ANGGUR SAZARICE 5% (IMPORT THAILAND),10 kg,BARANGAN BERBUNGKUS,BERAS,,,27.495238095238093,,,,,27.57,,,,,,,27.57,,,27.544999999999998,,27.544999999999998,,,
1826,BERAS SUPER CAP RODA SAZARICE 5% (IMPORT THAILAND),10 kg,BARANGAN BERBUNGKUS,BERAS,,,27.283333333333335,,,,,27.321052631578947,,,,,,,27.321052631578947,,,27.305,,27.305,,,
1827,"TEPUNG GANDUM NGP (BERBUNGKUS, CAP MUHIBAH)",1kg,BARANGAN BERBUNGKUS,TEPUNG,,,3.85,,,,,3.8433333333333333,,,,,,,3.8433333333333333,,,3.8607142857142853,,3.8499999999999996,,,
1828,KICAP SOYA PEKAT MANIS CAP AYAM,330 ml,BARANGAN BERBUNGKUS,KICAP DAN SOS,,,3.440588235294118,,,,,3.440588235294118,,,,,,,3.440588235294118,,,3.440588235294118,,3.440588235294118,,,
1829,BUTTERLITE (LEPA SUSU ISTIMEWA),250 g,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),,,7.5200000000000005,,,,,7.5200000000000005,,,,,,,7.5200000000000005,,,7.5200000000000005,,7.5200000000000005,,,
1833,BERAS PREMIUM CAP UNCLE TAN,10 kg,BARANGAN BERBUNGKUS,BERAS,,,30.733333333333334,,,,,30.733333333333334,,,,,,,30.85,,,30.85,,30.85,,,
1837,KICAP TONG NAM (DARK SOY SAUCE),330 ml,BARANGAN BERBUNGKUS,KICAP DAN SOS,,,3.5444444444444443,,,,,3.5142857142857147,,,,,,,3.4875000000000003,,,3.4699999999999998,,3.466666666666667,,,
1838,SERBUK KARI IKAN ALAGAPPAS,200 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,,4.6000000000000005,,,,,4.6000000000000005,,,,,,,4.54,,,4.54,,4.54,,,
1839,SERBUK KARI DAGING ALAGAPPAS,200 g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,,4.783333333333333,,,,,4.783333333333333,,,,,,,4.8,,,4.8,,4.8,,,
1849,TEPUNG NAIK SENDIRI CAP 'BLUE KEY',1kg,BARANGAN BERBUNGKUS,TEPUNG,,,5.297746478873239,,,,,5.324054054054054,,,,,,,5.305,,,5.312894736842106,,5.307631578947368,,,
1851,TENOM COFFEE WANG EMAS (SERBUK),180 g,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,,,,,,,,,,,,,,3.7,,,,,
1852,DESA FRESH MILK (KOTAK),1 liter,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,,,,,,,,7.15,,,,,
1854,KORDIAL F&N SUN VALLEY (GRENADINE),2 liter,MINUMAN,BAHAN-BAHAN MINUMAN,,,,,,,,,,,,,,,,,,11.367555555555557,,,,,
1870,"TEPUNG GANDUM NGP (BERBUNGKUS, CAP  FAIZA)",1kg,BARANGAN BERBUNGKUS,TEPUNG,,,3.5200000000000005,,,,,3.4333333333333336,,,,,,,3.55,,,3.56875,,3.561111111111111,,,
1871,KRIMER SEJAT CAIR SAJI,390g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,,,3.4412048192771083,,,,,3.4380952380952383,,,,,,,3.445333333333333,,,3.442857142857143,,3.451388888888889,,,
1872,MAYONIS SEBENAR LADY'S CHOICE,220ml,BARANGAN BERBUNGKUS,SAPUAN (SPREADS),,,6.862100000000001,,,,,6.88920792079208,,,,,,,6.861326530612245,,,6.848556701030929,,6.842043010752688,,,
1873,KRIMER MANIS CAP TEAPOT,500 g,BARANGAN BERBUNGKUS,KRIMER DAN SUSU TEPUNG,,,3.8499999999999996,,,,,3.820833333333333,,,,,,,3.877272727272727,,,3.820833333333333,,3.820833333333333,,,
1876,PELEMBUT PAKAIAN - DOWNY (PREMIUM PARFUM PASSION),800ml,PRODUK KEBERSIHAN,PENJAGAAN RUMAH,,,,,,,,,,,,,,,,,,12.264878048780488,,,,,
1879,SEVEN UP LEMON & LIME (TIN),320ml,MINUMAN,TERSEDIA MINUM,,,,,,,,,,,,,,,,,,1.874,,,,,
1881,SERBUK CABAI ALAGAPPAS,230g,BARANGAN BERBUNGKUS,REMPAH RATUS (BERBUNGKUS),,,6.6571428571428575,,,,,6.74,,,,,,,6.86,,,6.913333333333333,,6.913333333333333,,,
1882,TUNA CAP AYAM (TUNA MAYONNAISE),160 g,BARANGAN BERBUNGKUS,IKAN DALAM TIN,,,7.2417741935483875,,,,,7.255121951219512,,,,,,,7.2700000000000005,,,7.275645161290322,,7.27155737704918,,,
1899,CILI KERING KERINTING (BERTANGKAI/TIDAK BERTANGKAI),1kg,BARANGAN KERING,CILI KERING,,,28.03318181818182,,,,,27.92484375,,,,,,,22.76868852459016,,,22.564666666666668,,22.481333333333335,,,
1900,CILI KERING LEPER (BERTANGKAI/TIDAK BERTANGKAI),1kg,BARANGAN KERING,CILI KERING,28.8,28.8,21.753783783783785,25.29,25.29,25.29,25.29,22.094444444444445,28.8,28.8,28.8,28.8,22.99,22.99,21.43861111111111,22.99,22.99,21.549722222222222,22.99,21.49685714285714,22.99,22.99,22.99
1904,DUMEX DUGRO 3 (1-3 TAHUN) PERISA ASLI (850G),850g,SUSU DAN BARANGAN BAYI,SUSU BAYI,,,29.473232323232324,,,,,29.47495145631068,,,,,,,29.200476190476188,,,29.002395833333335,,29.107448979591833,,,
1907,DAGING KAMBING BEBIRI IMPORT BERTULANG (LAMB) (AUSTRALIA - KOTAK) (1KG),1kg,BARANGAN SEGAR,DAGING,,,41.96666666666667,,,,,41.96666666666667,,,,,,,41.96666666666667,,,42.475,,41.45,,,
1914,DAGING KERBAU IMPORT (INDIA) (BLOCK),1kg,BARANGAN SEGAR,DAGING,,,20.98,,,,,20.98,,,,,,,20.380000000000003,,,20.759999999999998,,20.633333333333333,,,
1915,IKAN JENAHAK (KEPINGAN),1kg,BARANGAN SEGAR,BAHAN LAUT,,,42.0,,,,,,,,,,,,42.0,,,42.0,,42.0,,,
