item_code,item,unit,item_group,item_category,2022-02-09
1189,BIHUN KUNGFU,sepinggan,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,6.142857142857143
1198,AYAM GORENG,seketul,MAKANAN SIAP MASAK,LAUK,3.492
1199,AYAM MASAK MERAH,seketul,MAKANAN SIAP MASAK,LAUK,3.375
1200,AYAM MASAK KICAP,seketul,MAKANAN SIAP MASAK,LAUK,3.483333333333333
1201,AYAM MASAK HALIA,seketul,MAKANAN SIAP MASAK,LAUK,3.5833333333333335
1203,DAGING MASAK KICAP,sepiring,MAKANAN SIAP MASAK,LAUK,6.583333333333333
1204,DAGING MASAK HALIA,sepiring,MAKANAN SIAP MASAK,LAUK,7.888888888888889
1206,SOTONG GORENG,sepiring,MAKANAN SIAP MASAK,LAUK,11.428571428571429
1207,SOTONG MASAK MERAH,sepiring,MAKANAN SIAP MASAK,LAUK,8.333333333333334
1208,SOTONG MASAK KICAP,sepiring,MAKANAN SIAP MASAK,LAUK,14.0
1209,SOTONG MASAK HALIA,sepiring,MAKANAN SIAP MASAK,LAUK,13.75
1210,UDANG GORENG,sepiring,MAKANAN SIAP MASAK,LAUK,15.11111111111111
1211,UDANG MASAK MERAH,sepiring,MAKANAN SIAP MASAK,LAUK,15.0
1212,UDANG MASAK KICAP,sepiring,MAKANAN SIAP MASAK,LAUK,9.5
1213,UDANG MASAK HALIA,sepiring,MAKANAN SIAP MASAK,LAUK,11.666666666666666
1214,SAYUR CAMPUR,sepiring,MAKANAN SIAP MASAK,LAUK,5.695833333333333
1215,SAYUR KAILAN IKAN MASIN,sepiring,MAKANAN SIAP MASAK,LAUK,6.44
1216,SAYUR KANGKUNG GORENG BELACAN,sepiring,MAKANAN SIAP MASAK,LAUK,5.909090909090909
1232,TELUR MATA KERBAU,sebiji,MAKANAN SIAP MASAK,LAUK,1.1643835616438356
1233,TELUR DADAR,sebiji,MAKANAN SIAP MASAK,LAUK,1.3138888888888889
1234,TELUR BISTIK,1 set,MAKANAN SIAP MASAK,LAUK,6.0
1235,TELUR SETENGAH MASAK,sebiji,MAKANAN SIAP MASAK,LAUK,1.155
1236,TELUR REBUS,sebiji,MAKANAN SIAP MASAK,LAUK,1.1161290322580646
1237,TELUR MASIN,sebiji,MAKANAN SIAP MASAK,LAUK,1.9
1238,SUP AYAM,semangkuk,MAKANAN SIAP MASAK,LAUK,7.188888888888889
1239,SUP DAGING,semangkuk,MAKANAN SIAP MASAK,LAUK,6.928571428571429
1241,SUP CAMPUR,semangkuk,MAKANAN SIAP MASAK,LAUK,6.590909090909091
1242,TOM YAM CAMPUR,semangkuk,MAKANAN SIAP MASAK,LAUK,8.75
1243,TOM YAM AYAM,semangkuk,MAKANAN SIAP MASAK,LAUK,9.833333333333334
1244,TOM YAM DAGING,semangkuk,MAKANAN SIAP MASAK,LAUK,8.3
1245,TOM YAM UDANG,semangkuk,MAKANAN SIAP MASAK,LAUK,12.625
1246,TOM YAM SOTONG,semangkuk,MAKANAN SIAP MASAK,LAUK,9.9
1247,MAGGI GORENG,sepinggan,MAKANAN SIAP MASAK,LAIN-LAIN,5.166666666666667
1248,MAGGI SUP,semangkuk,MAKANAN SIAP MASAK,LAIN-LAIN,5.076923076923077
1250,ROTI TELUR,sekeping,MAKANAN SIAP MASAK,LAIN-LAIN,2.3
1253,KUIH SERI MUKA,sebiji,MAKANAN SIAP MASAK,LAIN-LAIN,1.2
1254,PAU KACANG MERAH,sebiji,MAKANAN SIAP MASAK,LAIN-LAIN,1.7620689655172415
1255,PAU AYAM,sebiji,MAKANAN SIAP MASAK,LAIN-LAIN,2.3083333333333336
1256,PAU KAYA,sebiji,MAKANAN SIAP MASAK,LAIN-LAIN,1.8391304347826085
1264,AYAM SOS LEMON,sepiring,MAKANAN SIAP MASAK,LAUK,9.314285714285715
1265,SOTONG GORENG ASAM,sepiring,MAKANAN SIAP MASAK,LAUK,7.333333333333333
1266,UDANG BUTTER,sepiring,MAKANAN SIAP MASAK,LAUK,17.272727272727273
1277,SUP IKAN,semangkuk,MAKANAN SIAP MASAK,LAUK,10.071428571428571
1278,SUP SAYUR MASIN,semangkuk,MAKANAN SIAP MASAK,LAUK,7.027777777777778
1279,PAU DAGING,sebiji,MAKANAN SIAP MASAK,LAIN-LAIN,2.112
1281,NASI BRIYANI AYAM,sepinggan,MAKANAN SIAP MASAK,NASI,8.0
1285,AYAM MASAK KARI,seketul,MAKANAN SIAP MASAK,LAUK,3.6333333333333333
1292,ROTI BAWANG,sekeping,MAKANAN SIAP MASAK,LAIN-LAIN,1.5666666666666667
1295,ROTI TISU,sekeping,MAKANAN SIAP MASAK,LAIN-LAIN,2.35
1296,CAPATI,sekeping,MAKANAN SIAP MASAK,LAIN-LAIN,1.5
1298,ROTI BAKAR,1 set,MAKANAN SIAP MASAK,LAIN-LAIN,1.63125
1307,AIR SUAM,gelas kecil,MAKANAN SIAP MASAK,MINUMAN,0.3855670103092783
1309,Kopi Panas,gelas kecil,MAKANAN SIAP MASAK,MINUMAN,1.7671641791044777
1311,TEH 'O' LIMAU PANAS,gelas kecil,MAKANAN SIAP MASAK,MINUMAN,1.8794520547945204
1312,Teh Panas,gelas kecil,MAKANAN SIAP MASAK,MINUMAN,1.7380952380952381
1314,TEH HALIA PANAS,gelas kecil,MAKANAN SIAP MASAK,MINUMAN,2.225
1315,NESCAFE PANAS,gelas kecil,MAKANAN SIAP MASAK,MINUMAN,2.1365079365079365
1317,NESLO PANAS,gelas kecil,MAKANAN SIAP MASAK,MINUMAN,2.483783783783784
1318,HORLICKS PANAS,gelas kecil,MAKANAN SIAP MASAK,MINUMAN,2.4393939393939394
1319,MILO PANAS,gelas kecil,MAKANAN SIAP MASAK,MINUMAN,2.1666666666666665
1320,BARLI PANAS,gelas kecil,MAKANAN SIAP MASAK,MINUMAN,1.6142857142857143
1321,MILO 'O' PANAS,gelas kecil,MAKANAN SIAP MASAK,MINUMAN,2.07
1322,AIR KOSONG,gelas besar,MAKANAN SIAP MASAK,MINUMAN,0.4041322314049587
1339,JUS EPAL,segelas,MAKANAN SIAP MASAK,MINUMAN,3.6727272727272724
1340,JUS MANGGA,segelas,MAKANAN SIAP MASAK,MINUMAN,3.716666666666667
1341,JUS TEMBIKAI,segelas,MAKANAN SIAP MASAK,MINUMAN,3.9185185185185185
1343,JUS BELIMBING,segelas,MAKANAN SIAP MASAK,MINUMAN,3.5
1344,JUS LAICI,segelas,MAKANAN SIAP MASAK,MINUMAN,4.05
1358,ROTI SARDIN,sekeping,MAKANAN SIAP MASAK,LAIN-LAIN,4.0
1359,KOPI 'O' PANAS,gelas kecil,MAKANAN SIAP MASAK,MINUMAN,1.5288
1360,TEH 'O' PANAS,gelas kecil,MAKANAN SIAP MASAK,MINUMAN,1.48828125
1469,NESCAFE ''O'' PANAS,gelas kecil,MAKANAN SIAP MASAK,MINUMAN,2.0625
1728,NASI GORENG BIASA,sepinggan,MAKANAN SIAP MASAK,NASI,6.1891891891891895
1729,NASI GORENG SEAFOOD,sepinggan,MAKANAN SIAP MASAK,NASI,8.376
1730,MI GORENG BIASA,sepinggan,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,5.989473684210527
1731,MI GORENG MAMAK,sepinggan,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,5.5
1732,MI HAILAM,sepinggan,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,6.366666666666666
1733,MI SUP (AYAM/DAGING),semangkuk,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,5.87125
1734,MI TOM YAM,semangkuk,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,7.911111111111111
1735,MI BANDUNG,sepinggan,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,4.0
1736,MI LADNA,sepinggan,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,6.0
1737,MI KUNGFU,sepinggan,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,6.5
1738,BIHUN SUP (AYAM/DAGING),semangkuk,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,5.852857142857142
1739,KUETIAU GORENG BIASA,sepinggan,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,6.035294117647059
1740,KUETIAU HAILAM,sepinggan,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,5.875
1741,KUETIAU SUP (AYAM/DAGING),semangkuk,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,5.708860759493671
1742,KUETIAU TOM YAM,semangkuk,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,8.128571428571428
1744,KUETIAU LADNA,sepinggan,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,6.0
1745,KUETIAU KUNGFU,sepinggan,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,5.944444444444445
1746,CHAR KUETIAU,sepinggan,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,6.064516129032258
1747,MI HOKKIEN,sepinggan,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,6.19811320754717
1748,KON LOH MI (KICAP),sepinggan,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,5.627692307692308
1749,WAN TAN MI,semangkuk,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,5.858108108108108
1750,MI UDANG,semangkuk,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,6.323529411764706
1751,MI KARI,semangkuk,MAKANAN SIAP MASAK,MEE / BIHUN / KUEY TEOW,6.193181818181818
1753,PAK CHOY SOS TIRAM,sepiring,MAKANAN SIAP MASAK,LAUK,4.734782608695652
1754,SAYUR TAUGEH,sepiring,MAKANAN SIAP MASAK,LAUK,4.172222222222222
1755,BABI (PORK) GORENG,sepiring,MAKANAN SIAP MASAK,LAUK,7.151515151515151
1756,BABI (PORK) MASAM MANIS,sepiring,MAKANAN SIAP MASAK,LAUK,7.997222222222222
1757,IKAN SIAKAP GORENG (SAIZ SEDERHANA),1 ekor,MAKANAN SIAP MASAK,LAUK,25.0
1758,IKAN SIAKAP MASAM MANIS (SAIZ SEDERHANA),1 ekor,MAKANAN SIAP MASAK,LAUK,25.0
1760,IKAN SIAKAP KUKUS/STIM (SAIZ SEDERHANA),1 ekor,MAKANAN SIAP MASAK,LAUK,8.5
1761,IKAN KERAPU GORENG (SAIZ SEDERHANA),1 ekor,MAKANAN SIAP MASAK,LAUK,26.333333333333332
1762,IKAN KERAPU MASAM MANIS (SAIZ SEDERHANA),1 ekor,MAKANAN SIAP MASAK,LAUK,25.666666666666668
1763,IKAN KERAPU TIGA RASA (SAIZ SEDERHANA),1 ekor,MAKANAN SIAP MASAK,LAUK,31.333333333333332
1764,IKAN KERAPU KUKUS/STIM (SAIZ SEDERHANA),1 ekor,MAKANAN SIAP MASAK,LAUK,30.333333333333332
1765,IKAN BAWAL HITAM GORENG (SAIZ SEDERHANA),1 ekor,MAKANAN SIAP MASAK,LAUK,11.0
1768,IKAN BAWAL HITAM KUKUS/STIM (SAIZ SEDERHANA),1 ekor,MAKANAN SIAP MASAK,LAUK,25.0
1769,IKAN BAWAL PUTIH GORENG (SAIZ SEDERHANA),1 ekor,MAKANAN SIAP MASAK,LAUK,36.0
1770,IKAN BAWAL PUTIH MASAM MANIS (SAIZ SEDERHANA),1 ekor,MAKANAN SIAP MASAK,LAUK,36.0
1771,IKAN BAWAL PUTIH KUKUS/STIM (SAIZ SEDERHANA),1 ekor,MAKANAN SIAP MASAK,LAUK,36.0
1772,IKAN KEMBUNG GORENG (SAIZ SEDERHANA),1 ekor,MAKANAN SIAP MASAK,LAUK,4.5
1774,IKAN KEMBUNG TIGA RASA (SAIZ SEDERHANA),1 ekor,MAKANAN SIAP MASAK,LAUK,5.0
1775,IKAN TENGGIRI GORENG,sekeping,MAKANAN SIAP MASAK,LAUK,16.0
1777,IKAN TILAPIA GORENG BIASA (SAIZ SEDERHANA),1 ekor,MAKANAN SIAP MASAK,LAUK,30.0
1778,IKAN TILAPIA MASAM MANIS (SAIZ SEDERHANA),1 ekor,MAKANAN SIAP MASAK,LAUK,30.0
1779,IKAN TILAPIA KUKUS/STIM (SAIZ SEDERHANA),1 ekor,MAKANAN SIAP MASAK,LAUK,30.0
1783,ROTI CANAI BIASA,sekeping,MAKANAN SIAP MASAK,LAIN-LAIN,1.1
1784,KUIH KARIPAP (KENTANG),sebiji,MAKANAN SIAP MASAK,LAIN-LAIN,1.15
1787,ROJAK BIASA,sepinggan,MAKANAN SIAP MASAK,LAIN-LAIN,4.0
1789,TEH TARIK PANAS,gelas kecil,MAKANAN SIAP MASAK,MINUMAN,1.8777777777777778
1790,"KOPI ""O"" AIS",gelas besar,MAKANAN SIAP MASAK,MINUMAN,1.9823076923076923
1791,KOPI AIS,gelas besar,MAKANAN SIAP MASAK,MINUMAN,2.2175182481751827
1792,TEH AIS,gelas besar,MAKANAN SIAP MASAK,MINUMAN,2.255223880597015
1793,NESCAFE AIS,gelas besar,MAKANAN SIAP MASAK,MINUMAN,2.718045112781955
1794,LIMAU AIS,gelas besar,MAKANAN SIAP MASAK,MINUMAN,2.2235294117647055
1795,JUS OREN,segelas,MAKANAN SIAP MASAK,MINUMAN,3.7586274509803923
1796,CARROT SUSU,segelas,MAKANAN SIAP MASAK,MINUMAN,3.872972972972973
1814,LIMAU PANAS,gelas kecil,MAKANAN SIAP MASAK,MINUMAN,1.8785714285714283
1859,"TEH ""O"" AIS",gelas besar,MAKANAN SIAP MASAK,MINUMAN,1.93955223880597
1860,"TEH ""O"" LIMAU AIS",gelas besar,MAKANAN SIAP MASAK,MINUMAN,2.3322580645161293
1861,TEH HALIA AIS,gelas besar,MAKANAN SIAP MASAK,MINUMAN,2.57
1862,"NESCAFE ""O"" AIS",gelas besar,MAKANAN SIAP MASAK,MINUMAN,2.612396694214876
1863,NESLO AIS,gelas besar,MAKANAN SIAP MASAK,MINUMAN,3.146511627906977
1864,HORLICKS AIS,gelas besar,MAKANAN SIAP MASAK,MINUMAN,2.915625
1865,MILO AIS,gelas besar,MAKANAN SIAP MASAK,MINUMAN,2.7315384615384617
1866,"MILO ""O"" AIS",gelas besar,MAKANAN SIAP MASAK,MINUMAN,2.640983606557377
1867,SIRAP AIS,gelas besar,MAKANAN SIAP MASAK,MINUMAN,2.0166666666666666
1868,SIRAP LIMAU AIS,gelas besar,MAKANAN SIAP MASAK,MINUMAN,2.145
1869,SIRAP BANDUNG AIS,gelas besar,MAKANAN SIAP MASAK,MINUMAN,2.3526315789473684
